id,lat,lon
39408,52.811685,17.199587
39409,52.11637145,16.109744430915995
39410,52.326128600000004,17.575069373386302
39411,52.32667325,17.577109369951174
39412,52.315237249999996,17.55901002118147
39413,52.330067,17.553574
39414,53.3621733,17.0485307
39415,51.749016,18.061892
39416,52.20823875,18.254023791748473
39417,51.84540965,16.57096979587197
39418,52.3932513,16.8974061
39419,52.45021595,16.889082460668952
39420,54.009591549999996,15.982158717238914
39421,53.166911,15.421588317487679
39422,53.5698199,14.820514820408977
39423,53.6707019,15.1191069
39424,53.9265883,15.2051989
39425,53.25540255,14.49513466759883
39426,53.9613207,14.7764465
39427,54.17395,15.542806
39428,52.926424,14.868623
39429,53.53685725,14.549461247697892
39430,53.14738225,14.89425094366708
39431,54.36378,16.67368
39432,53.33745525,15.047296107222973
39433,53.707055249999996,16.69484819869186
39434,54.198434,16.193877
39435,53.442088,14.531934
39436,53.426586,14.554476
39437,53.3584513,14.592681496552846
39438,53.3995204,14.6702137001724
39439,53.4320836,14.5347707
39440,53.4388971,14.5727079
39441,53.9136463,14.2381753
39442,50.194316,20.278792
39443,52.031414,23.1136599
39444,51.244232,22.558416
39445,51.9780847,18.788319544040952
39446,50.052652,19.987345
39447,51.7863133,21.182529401482107
39448,52.2360418,20.9386475
39449,54.531671,18.546151
39450,49.693587,21.760171
39451,53.129862349999996,23.11594892286689
39452,50.216248500000006,18.959565501834753
39453,50.272237,18.855693
39454,50.95187,18.81696
39455,54.160299,19.409627
39456,52.073861199999996,18.16481683300048
39457,51.2079622,16.1586724
39458,51.1027743,17.0241321
39459,50.803811749999994,16.28635258530462
39460,53.1291664,18.009130278090613
39461,53.0405096,18.582232794602973
39462,51.2372117,22.556341612456727
39463,51.247537,22.56764308380987
39464,51.755449,19.21873
39465,51.74628895,19.466340648999896
39466,50.06955,20.04047
39467,50.06642075,19.936829679628694
39468,49.625167250000004,20.694185086296258
39469,50.136237,21.094746
39470,52.244265,21.272672
39471,51.40410235,21.16534519238747
39472,52.2702,20.99629
39473,52.2481976,21.007581
39474,52.24855255,21.00891140080372
