id,lat,lon
1,51.2622044,15.5881826
2,51.25990875,15.565109326982219
3,51.2670333,15.5451523
4,51.2644686,15.534181526611693
5,51.25789965,15.574345817444847
6,51.2622933,15.573076
7,51.2625616,15.5567107
8,51.2610662,15.5636031
9,51.26059965,15.552645532479882
10,51.2630226,15.569747917293432
11,51.2590819,15.5693486
12,51.2623809,15.5820676
13,51.25254215,15.561888203391963
14,51.2607678,15.5703208
15,51.2373602,15.533073207719676
16,51.24339355,15.467502129791203
17,51.3085162,15.6081237
18,51.2603329,15.619002944511138
19,51.2079755,15.514119813036817
20,51.2529113,15.561818436846718
21,51.1884565,15.637386452069629
22,51.23899805,15.607869620640273
23,51.36161655,15.758825498317808
24,51.19553635,15.397212301924466
25,51.2259199,15.3541662
26,51.476817100000005,15.390895252483343
27,51.32925055,15.420261932347074
28,51.47264635,15.391589997200853
29,51.21640883128288,15.716249595126566
30,51.2669963,15.679858544679053
31,50.687036899999995,16.61857400696924
32,50.695288,16.632862
33,50.6838025,16.611163046803277
34,50.6857848,16.624867898013964
35,50.68985515,16.61919891608767
36,50.66794665,16.596784007431083
37,50.691567,16.624898825100182
38,50.67664895,16.60753211513253
39,50.72314865,16.65057716600014
40,50.7289422,16.6428467
41,50.73981385,16.639276163150072
42,50.728256,16.644619
43,50.726736200000005,16.652349550778496
44,50.7306365,16.641802930900624
45,50.7332428,16.6425088
46,50.73881925,16.646337813573673
47,50.73755425,16.64915229186917
48,50.715004949999994,16.58757415000001
49,50.7097648,16.580473516012752
50,50.68089175,16.74980992392159
51,50.731194,16.6444729
52,50.7767573,16.5920712
53,50.64350455,16.638802639912996
54,50.703153900000004,16.68726865054846
55,50.030182,19.936365
56,50.7134896,16.832868445414775
57,51.6539996,16.06466265
58,51.6595673,16.083048201528367
59,51.6438247,16.1133965
60,51.64962935,16.100850987473855
61,51.652074299999995,16.065208295625595
62,51.666383350000004,16.079020585278187
63,51.65153235,16.075439824247628
64,51.6429741,16.11067090043005
65,51.66796,16.07502
66,51.742131,16.043556
67,51.65999845,16.079370500000003
68,51.6540236,16.072787199999965
69,51.65407975,16.061412992208297
70,51.6526364,16.059789186307057
71,51.655184,16.074779
72,51.66471,16.0901
73,51.65035,16.09946
74,51.64378,16.10973
75,51.65835515,16.09207735
76,51.65511185,16.05969035000001
77,51.671169,16.090919
78,51.66684,16.08212
79,51.66433,16.09561
80,51.646491999999995,16.07333882385123
81,51.65248365,16.070867317804584
82,51.66399135,16.06838955055796
83,51.65154785,16.068989738159548
84,51.684078,16.112864482440138
85,51.5959305,16.0472257
86,51.7458,16.03369
87,51.7279041,16.095429672129807
88,51.625388400000006,16.62461011958488
89,51.74341765,16.515278415980774
